parcel,subj,b,term
LH_Cont_Cing_1,DMCC0472647,0.00901570355593693,lolo
LH_Cont_Cing_1,DMCC0472647,0.19868456712447,hilo
LH_Cont_Cing_1,DMCC1328342,-0.0188849850358194,hihi
LH_Cont_Cing_1,DMCC1328342,0.108544053986416,lolo
LH_Cont_Cing_1,DMCC1328342,0.0412033783581819,hilo
LH_Cont_Cing_1,DMCC1624043,0.264889305809992,hihi
LH_Cont_Cing_1,DMCC1624043,0.00801632732049561,lolo
LH_Cont_Cing_1,DMCC1624043,0.154206157102982,hilo
LH_Cont_Cing_1,DMCC3963378,0.0887578330821889,hihi
LH_Cont_Cing_1,DMCC3963378,0.114544748935263,lolo
LH_Cont_Cing_1,DMCC3963378,0.116045259391546,hilo
LH_Cont_Cing_1,DMCC4854984,0.178276817444309,hihi
LH_Cont_Cing_1,DMCC4854984,0.00378877676686308,lolo
LH_Cont_Cing_1,DMCC4854984,0.121872546362471,hilo
LH_Cont_Cing_1,DMCC5065053,0.117945415376169,hihi
LH_Cont_Cing_1,DMCC5065053,-0.0353716970704556,lolo
LH_Cont_Cing_1,DMCC5065053,0.00619226729457976,hilo
LH_Cont_Cing_1,DMCC5195268,0.170661505074632,hihi
LH_Cont_Cing_1,DMCC5195268,0.111653221506724,lolo
LH_Cont_Cing_1,DMCC5195268,0.20053920613574,hilo
LH_Cont_Cing_1,DMCC5244053,0.138368667053398,hihi
LH_Cont_Cing_1,DMCC5244053,0.3374925045549,lolo
LH_Cont_Cing_1,DMCC5244053,0.241189186789081,hilo
LH_Cont_Cing_1,DMCC5775387,0.0434090052286873,hihi
LH_Cont_Cing_1,DMCC5775387,0.0569155217529659,lolo
LH_Cont_Cing_1,DMCC5775387,0.0550540060126743,hilo
LH_Cont_Cing_1,DMCC5820265,0.0438499311160817,hihi
LH_Cont_Cing_1,DMCC5820265,-0.00514169348352406,lolo
LH_Cont_Cing_1,DMCC5820265,0.0265272535881414,hilo
LH_Cont_Cing_1,DMCC6418065,0.131243294481445,hihi
LH_Cont_Cing_1,DMCC6418065,0.0187637514479675,lolo
LH_Cont_Cing_1,DMCC6418065,0.0294343483506312,hilo
LH_Cont_Cing_1,DMCC6627478,0.341457035201757,hihi
LH_Cont_Cing_1,DMCC6627478,0.0145691880800086,lolo
LH_Cont_Cing_1,DMCC6627478,0.137493047283525,hilo
LH_Cont_Cing_1,DMCC6671683,0.238798165292594,hihi
LH_Cont_Cing_1,DMCC6671683,0.308224222288261,lolo
LH_Cont_Cing_1,DMCC6671683,0.25436049195208,hilo
LH_Cont_Cing_1,DMCC6705371,0.466923940301727,hihi
LH_Cont_Cing_1,DMCC6705371,0.0931825640729603,lolo
LH_Cont_Cing_1,DMCC6705371,0.235618275209132,hilo
LH_Cont_Cing_1,DMCC7297690,0.264975726868339,hihi
LH_Cont_Cing_1,DMCC7297690,0.106490471230771,lolo
LH_Cont_Cing_1,DMCC7297690,0.227520630976594,hilo
LH_Cont_Cing_1,DMCC7921988,0.0686447118482281,hihi
LH_Cont_Cing_1,DMCC7921988,0.0915166781927639,lolo
LH_Cont_Cing_1,DMCC7921988,-0.0562307134890911,hilo
LH_Cont_Cing_1,DMCC8050964,0.0771295351819484,hihi
LH_Cont_Cing_1,DMCC8050964,0.00247810652546743,lolo
LH_Cont_Cing_1,DMCC8050964,0.104641420151619,hilo
LH_Cont_Cing_1,DMCC8078683,0.143569366566241,hihi
LH_Cont_Cing_1,DMCC8078683,0.17323221244413,lolo
LH_Cont_Cing_1,DMCC8078683,0.127135080465433,hilo
LH_Cont_Cing_1,DMCC8214059,0.124501253713684,hihi
LH_Cont_Cing_1,DMCC8214059,0.0800335522875369,lolo
LH_Cont_Cing_1,DMCC8214059,0.0783549578175526,hilo
LH_Cont_Cing_1,DMCC8260571,0.199837804080095,hihi
LH_Cont_Cing_1,DMCC8260571,-0.0507560888134162,lolo
LH_Cont_Cing_1,DMCC8260571,0.119163416898714,hilo
LH_Cont_Cing_1,DMCC9441378,0.0825886733842138,hihi
LH_Cont_Cing_1,DMCC9441378,0.118024424765487,lolo
LH_Cont_Cing_1,DMCC9441378,0.118789012501943,hilo
LH_Cont_Cing_1,DMCC9478705,0.170340289221412,hihi
LH_Cont_Cing_1,DMCC9478705,-0.0487468785454367,lolo
LH_Cont_Cing_1,DMCC9478705,0.0179744482354702,hilo
LH_Cont_Cing_1,DMCC9850294,0.408274603685097,hihi
LH_Cont_Cing_1,DMCC9850294,0.13161464023944,lolo
LH_Cont_Cing_1,DMCC9850294,0.309602428104349,hilo
LH_Cont_Cing_1,DMCC9953810,0.18661040360136,hihi
LH_Cont_Cing_1,DMCC9953810,0.26490824015549,lolo
LH_Cont_Cing_1,DMCC9953810,0.219345755233011,hilo
LH_Cont_Cing_2,102008,0.329868503679314,hihi
LH_Cont_Cing_2,102008,0.388718769708324,lolo
LH_Cont_Cing_2,102008,0.327303988735721,hilo
LH_Cont_Cing_2,107321,0.686963637202295,hihi
LH_Cont_Cing_2,107321,0.503804011530261,lolo
LH_Cont_Cing_2,107321,0.567542492505885,hilo
LH_Cont_Cing_2,115825,0.438816505407443,hihi
LH_Cont_Cing_2,115825,0.100723042344939,lolo
LH_Cont_Cing_2,115825,0.215006616094495,hilo
LH_Cont_Cing_2,123117,0.121310835176534,hihi
LH_Cont_Cing_2,123117,0.08685102479104,lolo
LH_Cont_Cing_2,123117,0.0739258502543799,hilo
LH_Cont_Cing_2,130114,0.328505797902595,hihi
LH_Cont_Cing_2,130114,0.342612388953572,lolo
LH_Cont_Cing_2,130114,0.341628094333355,hilo
LH_Cont_Cing_2,130518,0.257195163466406,hihi
LH_Cont_Cing_2,130518,0.216980008412789,lolo
LH_Cont_Cing_2,130518,0.22882908567224,hilo
LH_Cont_Cing_2,132017,0.211335329841975,hihi
LH_Cont_Cing_2,132017,-0.0496850606943908,lolo
LH_Cont_Cing_2,132017,0.0878037692077769,hilo
LH_Cont_Cing_2,141422,0.207742132316343,hihi
LH_Cont_Cing_2,141422,-0.0489165463024426,lolo
LH_Cont_Cing_2,141422,0.128168951041385,hilo
LH_Cont_Cing_2,150423,0.0366728129180141,hihi
LH_Cont_Cing_2,150423,0.0334998386243348,lolo
LH_Cont_Cing_2,150423,0.0315076272554679,hilo
LH_Cont_Cing_2,158136,0.445231504095073,hihi
LH_Cont_Cing_2,158136,-0.0413777956206837,lolo
LH_Cont_Cing_2,158136,0.194824965623685,hilo
LH_Cont_Cing_2,161832,0.0606708340330895,hihi
LH_Cont_Cing_2,161832,0.284477210873014,lolo
LH_Cont_Cing_2,161832,0.13925018940895,hilo
LH_Cont_Cing_2,165032,0.265643502543737,hihi
LH_Cont_Cing_2,165032,0.30025056373075,lolo
LH_Cont_Cing_2,165032,0.307813728150135,hilo
LH_Cont_Cing_2,173738,0.148567186097193,hihi
LH_Cont_Cing_2,173738,0.316575500575174,lolo
LH_Cont_Cing_2,173738,0.203801397094262,hilo
LH_Cont_Cing_2,176845,0.123231908678549,hihi
LH_Cont_Cing_2,176845,0.188862462487385,lolo
LH_Cont_Cing_2,176845,0.189042628262858,hilo
LH_Cont_Cing_2,178950,0.290569981291947,hihi
LH_Cont_Cing_2,178950,0.187539090047555,lolo
LH_Cont_Cing_2,178950,0.284286390401418,hilo
LH_Cont_Cing_2,182436,-0.147650043124986,hihi
LH_Cont_Cing_2,182436,-0.0772327399149329,lolo
LH_Cont_Cing_2,182436,-0.113105673721345,hilo
LH_Cont_Cing_2,203418,0.365918515390335,hihi
LH_Cont_Cing_2,203418,0.38458921626387,lolo
LH_Cont_Cing_2,203418,0.39095633470262,hilo
LH_Cont_Cing_2,204319,0.40055264941297,hihi
LH_Cont_Cing_2,204319,0.253440176090618,lolo
LH_Cont_Cing_2,204319,0.366338463825535,hilo
LH_Cont_Cing_2,233326,0.0287572701965437,hihi
LH_Cont_Cing_2,233326,0.144493272965279,lolo
LH_Cont_Cing_2,233326,0.0413565590893333,hilo
LH_Cont_Cing_2,300618,-0.0098498488922064,hihi
LH_Cont_Cing_2,300618,0.108844332469089,lolo
LH_Cont_Cing_2,300618,0.0800442440787138,hilo
LH_Cont_Cing_2,346945,0.144053723247058,hihi
LH_Cont_Cing_2,346945,0.0658090157376589,lolo
LH_Cont_Cing_2,346945,0.130069320997509,hilo
LH_Cont_Cing_2,393550,0.24012805463408,hihi
LH_Cont_Cing_2,393550,0.343010472899378,lolo
LH_Cont_Cing_2,393550,0.295512072433447,hilo
LH_Cont_Cing_2,432332,0.0383623299275913,hihi
LH_Cont_Cing_2,432332,0.0493273931887857,lolo
LH_Cont_Cing_2,432332,0.0970820842718651,hilo
LH_Cont_Cing_2,448347,-0.0155105814759546,hihi
LH_Cont_Cing_2,448347,-0.060905735388988,lolo
LH_Cont_Cing_2,448347,-0.0414855182909476,hilo
LH_Cont_Cing_2,580650,-0.0843371324213101,hihi
LH_Cont_Cing_2,580650,-0.0104701416948479,lolo
LH_Cont_Cing_2,580650,-0.0246988320238065,hilo
LH_Cont_Cing_2,594156,-0.10784505268213,hihi
LH_Cont_Cing_2,594156,-0.110604337564831,lolo
LH_Cont_Cing_2,594156,-0.07853719914803,hilo
LH_Cont_Cing_2,601127,0.392691565413383,hihi
LH_Cont_Cing_2,601127,0.357886740360772,lolo
LH_Cont_Cing_2,601127,0.354550230833145,hilo
LH_Cont_Cing_2,672756,0.00259612032064416,hihi
LH_Cont_Cing_2,672756,0.0617270416102959,lolo
LH_Cont_Cing_2,672756,0.0337649413957562,hilo
LH_Cont_Cing_2,765864,0.664285776982092,hihi
LH_Cont_Cing_2,765864,0.573585683305335,lolo
LH_Cont_Cing_2,765864,0.62624946437894,hilo
LH_Cont_Cing_2,849971,0.454934185367841,hihi
LH_Cont_Cing_2,849971,0.321562873338253,lolo
LH_Cont_Cing_2,849971,0.419198367354436,hilo
LH_Cont_Cing_2,877168,0.0685347252959903,hihi
LH_Cont_Cing_2,877168,-0.0662404674186298,lolo
LH_Cont_Cing_2,877168,0.015788172266539,hilo
LH_Cont_Cing_2,DMCC0472647,0.132312729139448,hihi
LH_Cont_Cing_2,DMCC0472647,0.244666161966356,lolo
LH_Cont_Cing_2,DMCC0472647,0.180689799368907,hilo
LH_Cont_Cing_2,DMCC1328342,0.170782671266693,hihi
LH_Cont_Cing_2,DMCC1328342,0.0211359410273956,lolo
LH_Cont_Cing_2,DMCC1328342,0.159759729627471,hilo
LH_Cont_Cing_2,DMCC1624043,0.193328480652587,hihi
LH_Cont_Cing_2,DMCC1624043,0.0120906563196467,lolo
LH_Cont_Cing_2,DMCC1624043,0.0909799492370176,hilo
LH_Cont_Cing_2,DMCC3963378,0.198840644939164,hihi
LH_Cont_Cing_2,DMCC3963378,0.148138336484229,lolo
LH_Cont_Cing_2,DMCC3963378,0.114215835448791,hilo
LH_Cont_Cing_2,DMCC4854984,-0.0860350020129932,hihi
LH_Cont_Cing_2,DMCC4854984,0.216516828184106,lolo
LH_Cont_Cing_2,DMCC4854984,-0.0227634408737132,hilo
LH_Cont_Cing_2,DMCC5065053,0.12405689743151,hihi
LH_Cont_Cing_2,DMCC5065053,0.105477999896654,lolo
LH_Cont_Cing_2,DMCC5065053,0.0996992082097273,hilo
LH_Cont_Cing_2,DMCC5195268,0.289630458583076,hihi
LH_Cont_Cing_2,DMCC5195268,0.443248849298136,lolo
LH_Cont_Cing_2,DMCC5195268,0.382146052426798,hilo
LH_Cont_Cing_2,DMCC5244053,-0.0912581208162577,hihi
LH_Cont_Cing_2,DMCC5244053,-0.0406941626411228,lolo
LH_Cont_Cing_2,DMCC5244053,-0.0497868471615415,hilo
LH_Cont_Cing_2,DMCC5775387,0.291623842567977,hihi
LH_Cont_Cing_2,DMCC5775387,0.233886129012787,lolo
LH_Cont_Cing_2,DMCC5775387,0.28743699032278,hilo
LH_Cont_Cing_2,DMCC5820265,0.257525362502733,hihi
LH_Cont_Cing_2,DMCC5820265,0.0551018429304354,lolo
LH_Cont_Cing_2,DMCC5820265,0.0800702988823018,hilo
LH_Cont_Cing_2,DMCC6418065,0.0365467867125045,hihi
LH_Cont_Cing_2,DMCC6418065,0.1020185291585,lolo
LH_Cont_Cing_2,DMCC6418065,0.114126591388915,hilo
LH_Cont_Cing_2,DMCC6627478,0.239144653900948,hihi
LH_Cont_Cing_2,DMCC6627478,0.253166352371442,lolo
LH_Cont_Cing_2,DMCC6627478,0.369380783392342,hilo
LH_Cont_Cing_2,DMCC6671683,0.350763913025057,hihi
LH_Cont_Cing_2,DMCC6671683,0.281215486512079,lolo
LH_Cont_Cing_2,DMCC6671683,0.339071510362702,hilo
LH_Cont_Cing_2,DMCC6705371,0.0337462208028385,hihi
LH_Cont_Cing_2,DMCC6705371,-0.0720560636185273,lolo
LH_Cont_Cing_2,DMCC6705371,-0.00347837008491828,hilo
LH_Cont_Cing_2,DMCC7297690,-0.0241101640637234,hihi
LH_Cont_Cing_2,DMCC7297690,0.196761496821922,lolo
LH_Cont_Cing_2,DMCC7297690,0.0970900142536428,hilo
LH_Cont_Cing_2,DMCC7921988,0.0887446139037956,hihi
LH_Cont_Cing_2,DMCC7921988,0.000403745037160903,lolo
LH_Cont_Cing_2,DMCC7921988,0.111422696899642,hilo
LH_Cont_Cing_2,DMCC8050964,-0.00369766540137843,hihi
LH_Cont_Cing_2,DMCC8050964,-0.0582839169946906,lolo
LH_Cont_Cing_2,DMCC8050964,0.0084677684601647,hilo
LH_Cont_Cing_2,DMCC8078683,0.240914961862216,hihi
LH_Cont_Cing_2,DMCC8078683,0.454409918712771,lolo
LH_Cont_Cing_2,DMCC8078683,0.350785501523349,hilo
LH_Cont_Cing_2,DMCC8214059,0.597488764239353,hihi
LH_Cont_Cing_2,DMCC8214059,0.495584161216421,lolo
LH_Cont_Cing_2,DMCC8214059,0.555097209598724,hilo
LH_Cont_Cing_2,DMCC8260571,0.154490815795371,hihi
LH_Cont_Cing_2,DMCC8260571,0.210831428384863,lolo
LH_Cont_Cing_2,DMCC8260571,0.171826914018678,hilo
LH_Cont_Cing_2,DMCC9441378,0.00891347088498332,hihi
LH_Cont_Cing_2,DMCC9441378,-0.0218233500365231,lolo
LH_Cont_Cing_2,DMCC9441378,0.0547870061070655,hilo
LH_Cont_Cing_2,DMCC9478705,-0.000383383718682365,hihi
LH_Cont_Cing_2,DMCC9478705,0.0177655805069421,lolo
LH_Cont_Cing_2,DMCC9478705,0.0451548861618608,hilo
LH_Cont_Cing_2,DMCC9850294,0.10546393381071,hihi
LH_Cont_Cing_2,DMCC9850294,0.0360720149723763,lolo
LH_Cont_Cing_2,DMCC9850294,0.116356497039432,hilo
LH_Cont_Cing_2,DMCC9953810,0.576837310647398,hihi
LH_Cont_Cing_2,DMCC9953810,0.335005715200818,lolo
LH_Cont_Cing_2,DMCC9953810,0.454989563323435,hilo
LH_Cont_OFC_1,102008,-0.136276317314723,hihi
LH_Cont_OFC_1,102008,-0.132663626874121,lolo
LH_Cont_OFC_1,102008,-0.134741082863176,hilo
LH_Cont_OFC_1,107321,0.212814810366635,hihi
LH_Cont_OFC_1,107321,-0.00481489735899618,lolo
LH_Cont_OFC_1,107321,0.0312201730872479,hilo
LH_Cont_OFC_1,115825,0.322700454345324,hihi
LH_Cont_OFC_1,115825,0.416995810233132,lolo
LH_Cont_OFC_1,115825,0.439236949390632,hilo
LH_Cont_OFC_1,123117,-0.170599776142383,hihi
LH_Cont_OFC_1,123117,-0.133328190328564,lolo
LH_Cont_OFC_1,123117,-0.146343099298408,hilo
LH_Cont_OFC_1,130114,0.224224687530828,hihi
LH_Cont_OFC_1,130114,0.189883980970232,lolo
LH_Cont_OFC_1,130114,0.240375789679551,hilo
LH_Cont_OFC_1,130518,-0.127384893366531,hihi
LH_Cont_OFC_1,130518,0.0284414284294986,lolo
LH_Cont_OFC_1,130518,-0.0490921068841701,hilo
LH_Cont_OFC_1,132017,-0.0955383708565662,hihi
LH_Cont_OFC_1,132017,-0.194263944762473,lolo
LH_Cont_OFC_1,132017,-0.104020469537276,hilo
LH_Cont_OFC_1,141422,-0.0295109275234384,hihi
LH_Cont_OFC_1,141422,-0.146280889816654,lolo
LH_Cont_OFC_1,141422,-0.123694265721455,hilo
LH_Cont_OFC_1,150423,0.105404776641982,hihi
LH_Cont_OFC_1,150423,0.0637057143852031,lolo
LH_Cont_OFC_1,150423,0.0269958021751584,hilo
LH_Cont_OFC_1,158136,0.341307346867684,hihi
LH_Cont_OFC_1,158136,0.26088767183319,lolo
LH_Cont_OFC_1,158136,0.315967333713245,hilo
LH_Cont_OFC_1,161832,0.130545081781088,hihi
LH_Cont_OFC_1,161832,0.013644882028809,lolo
LH_Cont_OFC_1,161832,0.0717563844925478,hilo
LH_Cont_OFC_1,165032,0.0775930239220564,hihi
LH_Cont_OFC_1,165032,0.065951257520813,lolo
LH_Cont_OFC_1,165032,0.0888703219172652,hilo
LH_Cont_OFC_1,173738,-0.0373301098939329,hihi
LH_Cont_OFC_1,173738,-0.0934102582367388,lolo
LH_Cont_OFC_1,173738,-0.107187111760468,hilo
LH_Cont_OFC_1,176845,0.0281196733007389,hihi
LH_Cont_OFC_1,176845,0.0461827969674785,lolo
LH_Cont_OFC_1,176845,-0.0163653847172272,hilo
LH_Cont_OFC_1,178950,0.131613140342211,hihi
LH_Cont_OFC_1,178950,-0.0512879005464262,lolo
LH_Cont_OFC_1,178950,0.0329864478581833,hilo
LH_Cont_OFC_1,182436,0.023058931106742,hihi
LH_Cont_OFC_1,182436,0.0342926290654054,lolo
LH_Cont_OFC_1,182436,-0.0586787143329215,hilo
LH_Cont_OFC_1,203418,-0.0278524080224331,hihi
LH_Cont_OFC_1,203418,-0.104433708423221,lolo
LH_Cont_OFC_1,203418,-0.053281677563471,hilo
LH_Cont_OFC_1,204319,0.104832630064304,hihi
LH_Cont_OFC_1,204319,-0.0385483869231482,lolo
LH_Cont_OFC_1,204319,0.0638735704482218,hilo
LH_Cont_OFC_1,233326,0.0690406214961836,hihi
LH_Cont_OFC_1,233326,-0.162259783326452,lolo
LH_Cont_OFC_1,233326,-0.046092109677561,hilo
LH_Cont_OFC_1,300618,0.177192925841674,hihi
LH_Cont_OFC_1,300618,0.0605762408674512,lolo
LH_Cont_OFC_1,300618,0.138174753713872,hilo
LH_Cont_OFC_1,346945,0.256700411571889,hihi
LH_Cont_OFC_1,346945,-0.0624040534636547,lolo
LH_Cont_OFC_1,346945,0.184017752459834,hilo
LH_Cont_OFC_1,393550,0.175425868940493,hihi
LH_Cont_OFC_1,393550,0.214614339975127,lolo
LH_Cont_OFC_1,393550,0.206808828747588,hilo
LH_Cont_OFC_1,432332,-0.0324059797149299,hihi
LH_Cont_OFC_1,432332,0.033088600998674,lolo
LH_Cont_OFC_1,432332,0.0146280171173205,hilo
LH_Cont_OFC_1,448347,0.193697340294657,hihi
LH_Cont_OFC_1,448347,-0.152313680648504,lolo
LH_Cont_OFC_1,448347,0.0555558803444637,hilo
LH_Cont_OFC_1,580650,0.0973257117041395,hihi
LH_Cont_OFC_1,580650,0.0174832346613746,lolo
LH_Cont_OFC_1,580650,0.0129291882610038,hilo
LH_Cont_OFC_1,594156,0.054104161089849,hihi
LH_Cont_OFC_1,594156,-0.0889019225679756,lolo
LH_Cont_OFC_1,594156,-0.00822566797789243,hilo
LH_Cont_OFC_1,601127,0.402240193836142,hihi
LH_Cont_OFC_1,601127,0.291638194118009,lolo
LH_Cont_OFC_1,601127,0.34824835426849,hilo
LH_Cont_OFC_1,672756,0.0668578561822426,hihi
LH_Cont_OFC_1,672756,0.189424402572482,lolo
LH_Cont_OFC_1,672756,0.170669256887225,hilo
LH_Cont_OFC_1,765864,0.577698615262729,hihi
LH_Cont_OFC_1,765864,0.172367298048873,lolo
LH_Cont_OFC_1,765864,0.373586029154903,hilo
LH_Cont_OFC_1,849971,-0.0282232276150887,hihi
LH_Cont_OFC_1,849971,-0.0546281371740078,lolo
LH_Cont_OFC_1,849971,-0.0431234449648388,hilo
LH_Cont_OFC_1,877168,0.0664990604999209,hihi
LH_Cont_OFC_1,877168,0.0691446614794806,lolo
LH_Cont_OFC_1,877168,0.118965547951118,hilo
LH_Cont_OFC_1,DMCC0472647,0.0904148505956265,hihi
LH_Cont_OFC_1,DMCC0472647,-0.0796273681047402,lolo
LH_Cont_OFC_1,DMCC0472647,0.097412641693871,hilo
LH_Cont_OFC_1,DMCC1328342,0.205923673265305,hihi
LH_Cont_OFC_1,DMCC1328342,0.223592682054912,lolo
LH_Cont_OFC_1,DMCC1328342,0.181942896764132,hilo
LH_Cont_OFC_1,DMCC1624043,0.0750064083324653,hihi
LH_Cont_OFC_1,DMCC1624043,-0.00513219231328534,lolo
LH_Cont_OFC_1,DMCC1624043,0.0508384360421682,hilo
LH_Cont_OFC_1,DMCC3963378,0.35293730819994,hihi
LH_Cont_OFC_1,DMCC3963378,-0.080290887056446,lolo
LH_Cont_OFC_1,DMCC3963378,0.0972960418683547,hilo
LH_Cont_OFC_1,DMCC4854984,-0.124812634981045,hihi
LH_Cont_OFC_1,DMCC4854984,-0.0993659012038261,lolo
LH_Cont_OFC_1,DMCC4854984,-0.160992299647485,hilo
LH_Cont_OFC_1,DMCC5065053,-0.0980679376464286,hihi
LH_Cont_OFC_1,DMCC5065053,0.0155144810938933,lolo
LH_Cont_OFC_1,DMCC5065053,-0.070443329288605,hilo
LH_Cont_OFC_1,DMCC5195268,0.231978075101866,hihi
LH_Cont_OFC_1,DMCC5195268,0.257613786654067,lolo
LH_Cont_OFC_1,DMCC5195268,0.234066345489867,hilo
LH_Cont_OFC_1,DMCC5244053,0.322412427252347,hihi
LH_Cont_OFC_1,DMCC5244053,0.155001052929182,lolo
LH_Cont_OFC_1,DMCC5244053,0.198246771299866,hilo
LH_Cont_OFC_1,DMCC5775387,0.132728590796558,hihi
LH_Cont_OFC_1,DMCC5775387,0.129361085818271,lolo
LH_Cont_OFC_1,DMCC5775387,0.148408420103958,hilo
LH_Cont_OFC_1,DMCC5820265,-0.0626149491490244,hihi
LH_Cont_OFC_1,DMCC5820265,-0.134647511167754,lolo
LH_Cont_OFC_1,DMCC5820265,-0.0861613016024944,hilo
LH_Cont_OFC_1,DMCC6418065,-0.0851435430335344,hihi
LH_Cont_OFC_1,DMCC6418065,0.00532363983823054,lolo
LH_Cont_OFC_1,DMCC6418065,-0.00871361085896713,hilo
LH_Cont_OFC_1,DMCC6627478,0.56469766885353,hihi
